File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\cavs.h,319,246,137,10,33,13,40,340,20,151
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\cavsdata.h,506,441,1214,0,21,89,44,341,20,151
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\cbrt_tablegen.h,52,25,11,2,6,2,21,156,21,152
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\celp_filters.h,120,18,5,0,9,1,93,571,21,149
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\celp_math.h,77,13,7,1,9,1,55,324,21,148
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\cga_data.h,30,6,2,0,5,0,19,140,19,140
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\colorspace.h,112,67,8,2,20,1,25,168,24,159
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\cookdata.h,564,469,125,0,67,1,28,176,25,165
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dca.h,38,8,0,0,5,1,25,185,23,164
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dcadata.h,7641,7483,5194,0,33,2,125,741,24,158
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dcadsp.h,31,9,5,0,5,1,17,137,17,135
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dcahuff.h,1077,1031,276,0,25,1,21,157,21,155
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dctref.h,32,7,3,0,5,0,20,149,20,149
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dirac.h,58,22,16,0,11,6,25,189,20,149
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dnxhddata.h,52,25,20,0,7,2,20,165,20,154
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dnxhdenc.h,92,49,43,0,20,4,23,185,22,166
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dsputil.h,809,449,301,20,115,44,245,1757,27,189
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dvdata.h,317,240,126,3,29,44,48,574,24,157
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dv_tablegen.h,97,65,24,9,10,3,22,172,21,151
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dv_vlc_data.h,260,221,8,0,10,1,29,206,24,159
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dwt.h,157,104,41,0,32,4,21,185,19,143
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dxva2.h,69,13,8,0,11,1,45,243,21,147
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\dxva2_internal.h,49,19,4,0,9,1,21,149,21,147
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\eac3dec_data.h,37,11,7,0,6,1,20,149,20,147
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\elbg.h,56,10,2,0,6,1,40,321,19,143
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\eval.h,103,15,6,0,10,1,78,667,23,153
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\faandct.h,40,7,2,0,7,1,26,167,26,165
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\faanidct.h,33,8,3,0,5,1,20,150,20,148
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\faxcompr.h,47,10,2,0,6,1,31,190,25,167
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\fft.h,241,143,106,0,29,4,69,415,20,151
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\flac.h,124,53,16,0,17,9,54,379,24,165
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\flacdata.h,32,6,2,0,6,1,20,148,20,146
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\flv.h,35,10,4,0,7,0,18,140,18,140
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\g729.h,30,4,0,0,3,1,23,151,20,145
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\g729data.h,279,224,210,0,14,15,41,322,20,147
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\get_bits.h,692,472,169,39,98,3,122,657,23,153
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\golomb.h,531,339,271,54,107,2,85,377,27,174
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\h261.h,52,16,11,0,8,2,28,178,25,159
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\h261data.h,165,119,169,0,17,6,29,199,24,157
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\h263.h,252,181,128,34,39,1,32,234,19,140
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\h263data.h,300,239,346,0,27,9,34,350,26,168
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\h263_parser.h,30,5,1,0,5,1,20,148,20,146
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\h264.h,1516,1034,751,117,206,93,276,1800,25,164
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\h264data.h,263,210,130,0,26,2,27,176,26,168
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\h264dsp.h,81,34,28,0,10,15,37,301,24,157
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\h264pred.h,90,43,12,0,14,6,33,202,25,164
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\h264_mvpred.h,237,143,101,26,37,2,57,377,25,168
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\h264_parser.h,40,5,1,0,6,1,29,193,25,164
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\huffman.h,43,15,7,0,7,1,21,156,21,154
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\iff.h,31,6,1,0,5,1,20,150,20,148
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\iirfilter.h,104,27,11,0,13,1,64,341,24,154
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\imcdata.h,170,127,77,0,20,2,23,167,22,158
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\imgconvert.h,39,9,4,0,8,1,22,161,22,159
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\indeo2data.h,142,116,290,0,6,1,20,149,20,147
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\indeo3data.h,2343,2314,6,0,9,1,20,157,20,155
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\indeo5data.h,186,125,44,0,19,1,42,261,24,164
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\internal.h,52,8,3,0,8,1,36,230,21,145
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\intrax8.h,58,30,25,0,7,3,21,158,17,135
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\intrax8huf.h,919,887,3150,0,15,55,17,191,17,135
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\ivi_common.h,343,142,117,2,46,61,155,1306,26,174
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\ivi_dsp.h,171,24,14,0,19,1,128,850,26,174
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\jpegls.h,112,60,46,17,18,2,34,190,25,161
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\jpeglsdec.h,42,7,2,0,7,1,28,170,25,159
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\lcl.h,50,22,0,0,8,1,20,150,20,148
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\libdirac.h,45,13,8,0,6,1,26,178,23,162
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\libdirac_libschro.h,106,31,26,0,17,1,58,341,23,162
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\libschroedinger.h,64,20,12,0,9,1,35,231,23,162
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\libxvid_internal.h,33,4,1,0,6,1,23,158,19,142
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\lpc.h,106,58,24,10,21,1,27,171,20,148
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\lsp.h,120,13,8,0,15,1,92,621,21,149
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\lzw.h,65,24,15,0,11,1,30,197,27,174
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mathops.h,151,101,25,12,23,1,27,195,21,156
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mdct_tablegen.h,61,31,16,1,6,1,24,179,21,151
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mjpeg.h,156,97,14,1,25,29,34,323,30,194
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mjpegdec.h,121,77,68,0,18,23,26,302,26,166
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mjpegenc.h,61,23,17,0,8,2,30,204,30,190
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mlp.h,128,47,23,1,24,7,57,505,20,148
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mlp_parser.h,60,21,16,0,15,14,24,262,24,155
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\motionpixels_tablegen.h,92,58,29,16,13,2,21,158,21,154
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpc.h,77,40,28,0,10,2,27,188,25,169
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpc7data.h,172,141,43,0,11,1,20,147,20,145
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpc8data.h,122,91,64,0,11,1,20,148,20,146
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpc8huff.h,579,522,88,0,37,1,20,148,20,146
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpcdata.h,69,43,4,0,6,1,20,147,20,145
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpeg12.h,62,31,20,5,11,1,20,149,20,147
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpeg12data.h,57,20,14,0,12,1,25,162,25,160
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpeg12decdata.h,94,57,28,0,12,19,25,200,25,162
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpeg4audio.h,107,69,19,0,9,46,29,454,20,148
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpeg4data.h,377,321,532,0,26,1,30,254,25,160
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpeg4video.h,203,127,76,17,32,3,44,288,21,154
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpeg4video_parser.h,35,5,1,0,5,1,25,182,21,153
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpegaudio.h,184,124,59,9,26,13,34,282,23,156
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpegaudio3.h,54,22,22,0,6,3,26,177,20,146
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpegaudiodata.h,44,13,7,0,7,1,24,160,24,158
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpegaudiodecheader.h,40,6,1,0,7,1,27,190,24,158
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpegaudiodectab.h,607,527,178,0,48,19,32,241,24,157
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpegaudiotab.h,119,68,17,0,18,1,33,225,27,181
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpegaudio_tablegen.h,68,37,21,3,7,2,24,182,21,151
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpegvideo.h,833,627,498,2,96,214,110,2209,25,165
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\mpegvideo_common.h,902,742,455,89,92,5,68,476,27,187
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\msmpeg4.h,63,31,10,0,9,1,23,158,23,156
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\msmpeg4data.h,87,39,30,0,19,3,29,200,27,176
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\msrledec.h,41,6,1,0,6,1,29,185,20,146
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\nellymoser.h,58,19,5,0,8,0,31,238,31,238
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\opt.h,212,64,42,0,25,9,123,880,20,145
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\parser.h,71,31,25,0,11,5,29,249,21,153
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\pcm_tablegen.h,120,68,35,7,20,8,32,240,21,151
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\png.h,79,35,11,0,19,1,25,191,20,146
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\pnm.h,41,15,11,0,6,2,20,155,20,147
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\psymodel.h,159,50,38,0,22,13,87,515,20,147
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\put_bits.h,344,231,107,10,29,4,84,453,23,152
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\qcelpdata.h,563,376,499,0,38,151,149,880,20,147
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\qdm2data.h,532,419,256,0,61,2,52,503,27,173
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\qdm2_tablegen.h,103,69,44,7,12,2,22,158,21,151
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\ra144.h,1507,1465,548,0,22,1,20,150,20,148
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\ra288.h,148,116,140,0,10,1,22,161,20,147
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\rangecoder.h,142,97,74,13,20,1,25,158,24,154
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\ratecontrol.h,106,64,58,0,13,11,29,254,21,152
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\raw.h,40,9,5,0,7,1,24,157,24,155
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\rectangle.h,126,86,74,11,8,1,32,214,25,162
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\rl.h,87,46,22,7,10,8,31,231,24,156
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\rle.h,40,6,1,0,5,1,29,214,19,139
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\roqvideo.h,96,53,38,0,22,1,21,155,20,149
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\rtjpeg.h,44,18,10,0,6,1,20,148,20,146
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\rv30data.h,182,124,8,0,17,1,41,252,24,155
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\rv34.h,131,74,52,0,19,46,38,531,24,163
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\rv34data.h,149,73,134,0,14,1,62,370,24,155
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\rv34vlc.h,4055,4004,256,0,27,1,24,157,24,155
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\rv40data.h,116,53,23,0,10,1,53,291,24,155
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\rv40vlc2.h,707,620,274,0,40,1,47,232,24,160
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\s3tc.h,54,12,2,0,6,1,36,251,20,151
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\sbr.h,184,86,80,0,11,2,87,464,26,182
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\sgi.h,37,8,0,0,6,1,23,153,20,144
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\simple_idct.h,48,15,10,0,8,1,25,158,25,156
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\sipr.h,108,59,38,0,23,6,26,198,22,154
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\sipr16kdata.h,534,494,792,0,15,1,25,168,22,156
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\siprdata.h,264,230,626,0,12,1,22,156,22,154
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\snow.h,79,43,19,6,15,1,21,158,20,150
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\sp5x.h,335,267,50,0,28,18,40,272,20,147
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\svq1.h,65,22,13,0,11,1,32,204,32,202
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\svq1enc_cb.h,97,66,12,0,7,1,24,157,24,155
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\svq1_cb.h,1526,1472,20,0,16,1,38,250,28,178
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\svq1_vlc.h,284,245,890,0,10,1,29,235,19,143
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\synth_filter.h,38,13,5,0,6,1,19,145,19,143
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\tableprint.h,75,38,13,3,9,1,28,180,21,151
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\SDK\testffmpeg\jni\ffmpeg\libavcodec\tiff.h,90,54,8,0,8,1,28,184,25,157
